x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
-204.1263409584249,-200.0,0.0,apical,,,,
-187.3009198625164,-200.0,0.0,apical,,,,
-170.4754987666079,-200.0,0.0,apical,,,,
-153.6500776706994,-200.0,0.0,apical,,,,
-136.8246565747909,-200.0,0.0,apical,,,,
-119.9992354788824,-200.0,0.0,apical,,,,
-103.1738143829739,-200.0,0.0,apical,,,,
-86.3483932870654,-200.0,0.0,apical,,,,
-69.52297219115691,-200.0,0.0,apical,,,,
-52.69755109524842,-200.0,0.0,apical,,,,
-35.872129999339926,-200.0,0.0,apical,,,,
-19.04670890343143,-200.0,0.0,apical,,,,
-2.2212878075229323,-200.0,0.0,apical,,,,
14.604133288385563,-200.0,0.0,apical,,,,
31.429554384294057,-200.0,0.0,apical,,,,
48.25497548020255,-200.0,0.0,apical,,,,
65.08039657611106,-200.0,0.0,apical,,,,
81.90581767201955,-200.0,0.0,apical,,,,
98.73123876792805,-200.0,0.0,apical,,,,
115.55665986383654,-200.0,0.0,apical,,,,
132.38208095974502,-200.0,0.0,apical,,,,
149.20750205565352,-200.0,0.0,apical,,,,
166.03292315156202,-200.0,0.0,apical,,,,
182.8583442474705,-200.0,0.0,apical,,,,
199.683765343379,-200.0,0.0,apical,,,,
-195.7136304104706,-185.42875790157268,0.0,apical,,,,
-178.88820931456212,-185.42875790157268,0.0,apical,,,,
-162.06278821865362,-185.42875790157268,0.0,apical,,,,
-145.23736712274513,-185.42875790157268,0.0,apical,,,,
-128.41194602683663,-185.42875790157268,0.0,apical,,,,
-111.58652493092814,-185.42875790157268,0.0,apical,,,,
-94.76110383501964,-185.42875790157268,0.0,apical,,,,
-77.93568273911114,-185.42875790157268,0.0,apical,,,,
-61.11026164320265,-185.42875790157268,0.0,apical,,,,
-44.28484054729415,-185.42875790157268,0.0,apical,,,,
-27.459419451385656,-185.42875790157268,0.0,apical,,,,
-10.63399835547716,-185.42875790157268,0.0,apical,,,,
6.191422740431335,-185.42875790157268,0.0,apical,,,,
23.01684383633983,-185.42875790157268,0.0,apical,,,,
39.84226493224833,-185.42875790157268,0.0,apical,,,,
56.66768602815682,-185.42875790157268,0.0,apical,,,,
73.49310712406532,-185.42875790157268,0.0,apical,,,,
90.31852821997381,-185.42875790157268,0.0,apical,,,,
107.14394931588231,-185.42875790157268,0.0,apical,,,,
123.9693704117908,-185.42875790157268,0.0,apical,,,,
140.7947915076993,-185.42875790157268,0.0,apical,,,,
157.6202126036078,-185.42875790157268,0.0,apical,,,,
174.4456336995163,-185.42875790157268,0.0,apical,,,,
191.2710547954248,-185.42875790157268,0.0,apical,,,,
-204.1263409584249,-170.85751580314533,0.0,apical,,,,
-187.3009198625164,-170.85751580314533,0.0,apical,,,,
-170.4754987666079,-170.85751580314533,0.0,apical,,,,
-153.6500776706994,-170.85751580314533,0.0,apical,,,,
-136.8246565747909,-170.85751580314533,0.0,apical,,,,
-119.9992354788824,-170.85751580314533,0.0,apical,,,,
-103.1738143829739,-170.85751580314533,0.0,apical,,,,
-86.3483932870654,-170.85751580314533,0.0,apical,,,,
-69.52297219115691,-170.85751580314533,0.0,apical,,,,
-52.69755109524842,-170.85751580314533,0.0,apical,,,,
-35.872129999339926,-170.85751580314533,0.0,apical,,,,
-19.04670890343143,-170.85751580314533,0.0,apical,,,,
-2.2212878075229323,-170.85751580314533,0.0,apical,,,,
14.604133288385563,-170.85751580314533,0.0,apical,,,,
31.429554384294057,-170.85751580314533,0.0,apical,,,,
48.25497548020255,-170.85751580314533,0.0,apical,,,,
65.08039657611106,-170.85751580314533,0.0,apical,,,,
81.90581767201955,-170.85751580314533,0.0,apical,,,,
98.73123876792805,-170.85751580314533,0.0,apical,,,,
115.55665986383654,-170.85751580314533,0.0,apical,,,,
132.38208095974502,-170.85751580314533,0.0,apical,,,,
149.20750205565352,-170.85751580314533,0.0,apical,,,,
166.03292315156202,-170.85751580314533,0.0,apical,,,,
182.8583442474705,-170.85751580314533,0.0,apical,,,,
199.683765343379,-170.85751580314533,0.0,apical,,,,
-204.1263409584249,-150.0,0.0,rgc,,,,
-187.3009198625164,-150.0,0.0,rgc,,,,
-170.4754987666079,-150.0,0.0,rgc,,,,
-153.6500776706994,-150.0,0.0,rgc,,,,
-136.8246565747909,-150.0,0.0,rgc,,,,
-119.9992354788824,-150.0,0.0,rgc,,,,
-103.1738143829739,-150.0,0.0,rgc,,,,
-86.3483932870654,-150.0,0.0,rgc,,,,
-69.52297219115691,-150.0,0.0,rgc,,,,
-52.69755109524842,-150.0,0.0,rgc,,,,
-35.872129999339926,-150.0,0.0,rgc,,,,
