rgc,contact with apical,decreases,migration speed,0,0.5,8,0
rgc,time,decreases,cycle entry,0.00085,6200,10,0
rgc,time,increases,asymmetric division to layer_6,1.0,1440,256,0
rgc,time,decreases,asymmetric division to layer_6,0.0,5200,256,0
rgc,time,increases,asymmetric division to layer_5,1.0,5200,256,0
rgc,time,decreases,asymmetric division to layer_5,0.0,7200,256,0
rgc,time,increases,asymmetric division to layer_4,1.0,7200,256,0
rgc,time,decreases,asymmetric division to layer_4,0.0,10800,256,0
rgc,time,increases,asymmetric division to layer_3,1.0,10800,256,0
rgc,time,decreases,asymmetric division to layer_3,0.0,11880,256,0
rgc,time,increases,asymmetric division to layer_2,1.0,11880,256,0
rgc,time,decreases,asymmetric division to layer_2,0.0,12960,256,0
rgc,time,increases,apoptosis,1.0,12960,256,0
